股票代码,股票名称,所属板块,概念列表,热点标签
600960,渤海汽车,汽车,,汽车
600961,株冶集团,铅锌,,有色金属
600962,国投中鲁,农林牧渔,,农林牧渔
600963,岳阳林纸,大宗用纸,,大宗用纸
600966,博汇纸业,大宗用纸,,大宗用纸
600967,内蒙一机,国防军工,,军工
600968,海油发展,石油石化,,石油石化
600969,郴电国际,公用事业,,公用事业
600970,中材国际,专业工程,,专业工程
600971,恒源煤电,煤炭开采,,煤炭开采
600973,宝胜股份,电网设备,,电力
600975,新五丰,养殖业,,养殖业
600976,健民集团,中药Ⅱ,,医药
600977,中国电影,传媒,,传媒
600979,广安爱众,公用事业,,公用事业
600980,北矿科技,能源及重型设备,,能源及重型设备
600981,苏豪汇鸿,商贸零售,,商贸零售
600982,宁波能源,公用事业,,公用事业
600983,惠而浦,白色家电,,白色家电
600984,建设机械,工程机械整机,,工程机械整机
600985,淮北矿业,煤炭开采,,煤炭开采
600986,浙文互联,营销代理,,营销代理
600987,航民股份,纺织制造,,纺织制造
600988,赤峰黄金,黄金,,黄金
600989,宝丰能源,煤化工,,化工
600990,四创电子,国防军工,,军工
600992,贵绳股份,通用设备,,通用设备
600993,马应龙,中药Ⅱ,,医药
600995,南网储能,公用事业,,新能源
600996,贵广网络,电视广播Ⅲ,,电视广播Ⅲ
600997,开滦股份,未知,,未归类
600998,九州通,医药流通,,医药
600999,招商证券,非银金融,,非银金融
601000,唐山港,港口,,港口
601001,晋控煤业,煤炭开采,,煤炭开采
601002,XD晋亿实,通用设备,,通用设备
601003,柳钢股份,钢铁,,钢铁
601005,重庆钢铁,钢铁,,钢铁
601006,大秦铁路,未知,,未归类
601007,金陵饭店,未知,,未归类
601008,连云港,港口,,港口
601009,南京银行,城商行Ⅲ,,城商行Ⅲ
601011,宝泰隆,未知,,未归类
601012,隆基绿能,光伏主材,,新能源
601015,陕西黑猫,未知,,未归类
601016,节能风电,公用事业,,新能源
601018,宁波港,港口,,港口
601019,山东出版,传媒,,传媒
601020,华钰矿业,铅锌,,有色金属
601021,春秋航空,航空机场,,军工
601022,宁波远洋,未知,,未归类
601026,道生天合,风电设备,,新能源
601033,永兴股份,环境治理,,环境治理
601038,一拖股份,未知,,未归类
601058,赛轮轮胎,汽车,,汽车
601059,信达证券,非银金融,,非银金融
601061,中信金属,商贸零售,,商贸零售
601065,江盐集团,化学原料,,化工
601066,中信建投,非银金融,,非银金融
601068,中铝国际,专业工程,,有色金属
601069,西部黄金,黄金,,黄金
601077,渝农商行,银行Ⅱ,,银行Ⅱ
601083,锦江航运,未知,,未归类
601086,国芳集团,商贸零售,,商贸零售
601088,中国神华,煤炭开采,,煤炭开采
601089,福元医药,化学制剂,,化工；医药
601096,宏盛华源,专业工程,,专业工程
601098,中南传媒,传媒,,传媒
601099,太平洋,非银金融,,非银金融
601100,恒立液压,工程机械,,工程机械
601101,昊华能源,煤炭开采,,煤炭开采
601106,中国一重,能源及重型设备,,能源及重型设备
601107,四川成渝,未知,,未归类
601108,财通证券,非银金融,,非银金融
601111,中国国航,航空机场,,军工
601112,振石股份,玻纤制造,,玻纤制造
601113,华鼎股份,锦纶,,锦纶
601116,三江购物,商贸零售,,商贸零售
601117,中国化学,专业工程,,化工
601118,海南橡胶,农林牧渔,,化工
601121,宝地矿业,钢铁,,钢铁
601126,四方股份,电网自动化设备,,机器人；电力
601127,赛力斯,乘用车,,乘用车
601128,常熟银行,银行Ⅱ,,银行Ⅱ
601133,柏诚股份,专业工程,,专业工程
601136,首创证券,非银金融,,非银金融
601137,博威合金,金属新材料,,化工
601138,工业富联,消费电子,,消费电子
601139,深圳燃气,燃气Ⅲ,,燃气Ⅲ
601155,新城控股,房地产,,房地产
601156,东航物流,物流,,物流
601158,重庆水务,环境治理,,环境治理
601162,天风证券,非银金融,,非银金融
601163,三角轮胎,汽车,,汽车
601166,兴业银行,股份制银行Ⅲ,,股份制银行Ⅲ
601168,西部矿业,铜,,有色金属
601169,北京银行,城商行Ⅲ,,城商行Ⅲ
601177,杭齿前进,通用设备,,通用设备
601179,中国西电,输变电设备,,输变电设备
601186,中国铁建,建筑装饰,,建筑装饰
601187,厦门银行,城商行Ⅲ,,城商行Ⅲ
601188,龙江交通,未知,,未归类
601198,东兴证券,非银金融,,非银金融
601199,江南水务,环境治理,,环境治理
601200,上海环境,环境治理,,环境治理
601208,东材科技,膜材料,,膜材料
601211,国泰海通,非银金融,,非银金融
601212,白银有色,铜,,有色金属；黄金
601216,君正集团,化学原料,,化工
601218,吉鑫科技,风电设备,,新能源
601222,林洋能源,电网设备,,电力
601225,陕西煤业,煤炭开采,,煤炭开采
601226,华电科工,专业工程,,专业工程
601228,广州港,港口,,港口
601229,上海银行,城商行Ⅲ,,城商行Ⅲ
601231,环旭电子,消费电子,,消费电子
601233,桐昆股份,石油石化,,石油石化
601236,红塔证券,非银金融,,非银金融
601238,广汽集团,乘用车,,乘用车
601279,英利汽车,其他汽车零部件,,汽车
601288,农业银行,银行Ⅱ,,银行Ⅱ
601298,青岛港,港口,,港口
601311,骆驼股份,蓄电池及其他电池,,锂电池
601318,中国平安,保险Ⅱ,,保险Ⅱ
601319,中国人保,保险Ⅱ,,保险Ⅱ
601326,秦港股份,港口,,港口
601328,交通银行,银行Ⅱ,,银行Ⅱ
601330,绿色动力,环境治理,,环境治理
601333,广深铁路,未知,,未归类
601336,新华保险,保险Ⅱ,,保险Ⅱ
601339,百隆东方,纺织制造,,纺织制造
601360,三六零,横向通用软件,,软件
601366,利群股份,多业态零售,,多业态零售
601368,绿城水务,环境治理,,环境治理
601369,陕鼓动力,能源及重型设备,,能源及重型设备
601375,中原证券,非银金融,,非银金融
601377,兴业证券,非银金融,,非银金融
601388,怡球资源,铝,,有色金属
601390,中国中铁,建筑装饰,,建筑装饰
601398,工商银行,银行Ⅱ,,银行Ⅱ
601399,国机重装,能源及重型设备,,能源及重型设备
601456,国联民生,非银金融,,非银金融
601500,通用股份,汽车,,汽车
601512,中新集团,产业地产,,产业地产
601515,衢州东峰,纸包装,,纸包装
601518,吉林高速,未知,,未归类
601519,大智慧,软件开发,,软件
601528,XD瑞丰银,银行Ⅱ,,银行Ⅱ
601555,东吴证券,非银金融,,非银金融
601566,九牧王,非运动服装,,非运动服装
601567,三星电气,配电设备,,配电设备
601568,北元集团,化学原料,,化工
601577,长沙银行,城商行Ⅲ,,城商行Ⅲ
601579,会稽山,食品饮料,,食品饮料
601588,北辰实业,房地产,,房地产
601595,上海电影,传媒,,传媒
601598,中国外运,物流,,物流
601599,浙文影业,其他纺织,,其他纺织
601600,中国铝业,铝,,有色金属
601601,中国太保,保险Ⅱ,,保险Ⅱ
601606,长城军工,国防军工,,军工
601607,上海医药,医药流通,,医药
601608,中信重工,能源及重型设备,,能源及重型设备
601609,金田股份,铜,,有色金属
601611,中国核建,建筑装饰,,建筑装饰
601615,明阳智能,风电设备,,新能源
601616,广电电气,配电设备,,配电设备
601618,中国中冶,专业工程,,专业工程
601619,嘉泽新能,公用事业,,公用事业
601628,中国人寿,保险Ⅱ,,保险Ⅱ
601633,长城汽车,乘用车,,汽车
601636,旗滨集团,建筑材料,,建筑材料
601658,邮储银行,银行Ⅱ,,银行Ⅱ
601665,齐鲁银行,城商行Ⅲ,,城商行Ⅲ
601666,平煤股份,煤炭开采,,煤炭开采
601668,中国建筑,房屋建设Ⅱ,,房屋建设Ⅱ
601669,中国电建,建筑装饰,,建筑装饰
601677,明泰铝业,铝,,有色金属
601678,滨化股份,化学原料,,化工
601686,友发集团,钢铁,,钢铁
601688,华泰证券,非银金融,,非银金融
601689,拓普集团,汽车,,汽车
601696,中银证券,非银金融,,非银金融
601698,中国卫通,航天装备Ⅱ,,军工
601699,潞安环能,煤炭开采,,煤炭开采
601700,风范股份,电网设备,,电力
601702,华峰铝业,铝,,有色金属
601717,中创智领,能源及重型设备,,能源及重型设备
601727,上海电气,综合电力设备商,,电力
601728,中国电信,通信服务,,通信
601766,中国中车,轨交设备Ⅱ,,轨交设备Ⅱ
601777,千里科技,汽车,,汽车
601778,晶科科技,公用事业,,公用事业
601788,光大证券,非银金融,,非银金融
601789,宁波建工,房屋建设Ⅱ,,房屋建设Ⅱ
601798,蓝科高新,能源及重型设备,,能源及重型设备
601799,星宇股份,车身附件及饰件,,车身附件及饰件
601800,中国交建,建筑装饰,,建筑装饰
601801,皖新传媒,大众出版,,传媒
601808,中海油服,石油石化,,石油石化
601811,新华文轩,传媒,,传媒
601816,京沪高铁,未知,,未归类
601818,光大银行,股份制银行Ⅲ,,股份制银行Ⅲ
601825,沪农商行,银行Ⅱ,,银行Ⅱ
601827,三峰环境,环境治理,,环境治理
601828,美凯龙,商贸零售,,商贸零售
601838,成都银行,城商行Ⅲ,,城商行Ⅲ
601857,中国石油,石油石化,,石油石化
601858,中国科传,大众出版,,传媒
601860,紫金银行,银行Ⅱ,,银行Ⅱ
601865,福莱特,光伏设备,,新能源
601866,中远海发,未知,,未归类
601868,中国能建,建筑装饰,,建筑装饰
601869,长飞光纤,通信,,通信
601872,招商轮船,未知,,未归类
601877,正泰电器,配电设备,,配电设备
601878,浙商证券,非银金融,,非银金融
601880,辽港股份,港口,,港口
601881,中国银河,非银金融,,非银金融
601882,海天精工,机床工具,,机床工具
601886,江河集团,建筑装饰,,建筑装饰
601888,中国中免,旅游零售Ⅲ,,旅游零售Ⅲ
601890,亚星锚链,航海装备Ⅲ,,航海装备Ⅲ
601898,中煤能源,煤炭开采,,煤炭开采
601899,紫金矿业,铜,,有色金属；黄金
601900,南方传媒,传媒,,传媒
601901,方正证券,非银金融,,非银金融
601908,京运通,公用事业,,公用事业
601916,浙商银行,股份制银行Ⅲ,,股份制银行Ⅲ
601918,新集能源,煤炭开采,,煤炭开采
601919,中远海控,未知,,未归类
601921,浙版传媒,传媒,,传媒
601928,凤凰传媒,传媒,,传媒
601929,吉视传媒,电视广播Ⅲ,,传媒
601933,永辉超市,商贸零售,,商贸零售
601939,建设银行,银行Ⅱ,,银行Ⅱ
601949,中国出版,大众出版,,传媒
601952,苏垦农发,农林牧渔,,农林牧渔
601956,东贝集团,未知,,未归类
601958,金钼股份,未知,,有色金属
601963,重庆银行,城商行Ⅲ,,城商行Ⅲ
601965,中国汽研,检测服务,,检测服务
601966,玲珑轮胎,汽车,,汽车
601968,宝钢包装,轻工制造,,轻工制造
601969,海南矿业,油气开采Ⅱ,,油气开采Ⅱ
601975,招商南油,未知,,未归类
601985,中国核电,公用事业,,电力
601988,中国银行,银行Ⅱ,,银行Ⅱ
601990,南京证券,非银金融,,非银金融
601991,大唐发电,公用事业,,公用事业
601992,金隅集团,建筑材料,,建筑材料
601995,中金公司,非银金融,,非银金融
601996,丰林集团,轻工制造,,轻工制造
601997,贵阳银行,城商行Ⅲ,,城商行Ⅲ
601998,中信银行,股份制银行Ⅲ,,股份制银行Ⅲ
601999,出版传媒,大众出版,,传媒
603000,人民网,传媒,,传媒
603001,奥康国际,纺织服饰,,纺织服饰
603002,宏昌电子,电子化学品Ⅱ,,化工
603004,鼎龙科技,其他化学制品,,化工
603005,晶方科技,半导体,,半导体
603006,联明股份,其他汽车零部件,,汽车
603007,花王股份,汽车,,汽车
603009,北特科技,汽车,,汽车
603010,万盛股份,其他化学制品,,化工
603011,合锻智能,未知,,未归类
603012,创力集团,能源及重型设备,,能源及重型设备
603013,亚普股份,汽车,,汽车
603014,威高血净,医疗器械,,医药
603015,弘讯科技,自动化设备,,机器人
603016,新宏泰,配电设备,,配电设备
603017,中衡设计,建筑装饰,,建筑装饰
603018,华设集团,建筑装饰,,建筑装饰
603019,中科曙光,其他计算机设备,,其他计算机设备
603020,爱普股份,化学制品,,化工
603022,新通联,轻工制造,,轻工制造
603023,威帝股份,汽车电子电气系统,,汽车
603025,大豪科技,自动化设备,,机器人
603026,石大胜华,电池化学品,,锂电池；化工
603027,千禾味业,食品饮料,,食品饮料
603028,赛福天,通用设备,,通用设备
603029,天鹅股份,未知,,未归类
603030,全筑股份,建筑装饰,,建筑装饰
603031,安孚科技,蓄电池及其他电池,,锂电池
603032,德新科技,电池,,锂电池
603033,三维股份,橡胶,,化工
603035,常熟汽饰,车身附件及饰件,,车身附件及饰件
603036,如通股份,能源及重型设备,,能源及重型设备
603037,凯众股份,汽车,,汽车
603038,华立股份,建筑材料,,建筑材料
603039,泛微网络,横向通用软件,,软件
603040,新坐标,汽车,,汽车
603041,美思德,化学制品,,化工
603042,华脉科技,通信,,通信
603043,广州酒家,食品饮料,,食品饮料
603045,福达合金,金属新材料,,化工
603048,浙江黎明,其他汽车零部件,,汽车
603049,中策橡胶,汽车,,化工；汽车
603050,XD科林电,电网自动化设备,,机器人；电力
603051,鹿山新材,化学制品,,化工
603052,可川科技,消费电子,,消费电子
603053,成都燃气,燃气Ⅲ,,燃气Ⅲ
603055,台华新材,其他纺织,,其他纺织
603057,紫燕食品,食品饮料,,食品饮料
603058,永吉股份,纸包装,,纸包装
603059,倍加洁,洗护用品,,洗护用品
603060,国检集团,检测服务,,检测服务
603061,金海通,半导体,,半导体
603062,麦加芯彩,化学制品,,化工
603063,禾望电气,风电设备,,新能源
603065,宿迁联盛,其他化学制品,,化工
603066,音飞储存,仓储物流,,仓储物流
603067,振华股份,无机盐,,无机盐
603068,博通集成,半导体,,半导体
603069,海汽集团,未知,,未归类
603070,万控智造,配电设备,,配电设备
603071,物产环能,商贸零售,,商贸零售
603072,天和磁材,磁性材料,,磁性材料
603073,彩蝶实业,化学纤维,,化工
603075,热威股份,未知,,未归类
603076,乐惠国际,未知,,未归类
603077,和邦生物,农化制品,,农化制品
603078,江化微,电子化学品Ⅱ,,化工
603079,圣达生物,化学制品,,化工
603080,新疆火炬,燃气Ⅲ,,燃气Ⅲ
603081,大丰实业,未知,,未归类
603082,北自科技,自动化设备,,机器人
603083,剑桥科技,通信,,通信
603085,天成自控,车身附件及饰件,,车身附件及饰件
603086,先达股份,农药,,化工
603087,甘李药业,未知,,未归类
603088,宁波精达,机床工具,,机床工具
603089,正裕工业,汽车,,汽车
603090,宏盛股份,通用设备,,通用设备
603091,众鑫股份,纸包装,,纸包装
603092,德力佳,风电设备,,新能源
603093,南华期货,期货,,期货
603095,越剑智能,纺织服装设备,,纺织服装设备
603096,新经典,大众出版,,传媒
603097,江苏华辰,输变电设备,,输变电设备
603098,森特股份,专业工程,,专业工程
603099,长白山,旅游及景区,,旅游及景区
603100,川仪股份,通用设备,,通用设备
603101,汇嘉时代,多业态零售,,多业态零售
603102,百合股份,食品饮料,,食品饮料
603103,横店影视,传媒,,传媒
603105,芯能科技,公用事业,,公用事业
603106,恒银科技,其他计算机设备,,其他计算机设备
603107,上海汽配,汽车,,汽车
603108,润达医疗,其他医疗服务,,医药
603109,神驰机电,通用设备,,通用设备
603110,东方材料,化学制品,,化工
603111,康尼机电,轨交设备Ⅱ,,轨交设备Ⅱ
603112,华翔股份,未知,,未归类
603113,金能科技,其他化学原料,,化工
